Nombre de Proyecto/Programa,Agencia financiera,Contador de proyectos,1999,1999_2,2000,2000_2,2001,2001_2,2002,2002_2,2003,2003_2,2004,2004_2,2005,2005_2,2006,2006_2,2007,2007_2,2008,2008_2,2009,2009_2,2010,2010_2,2011,2011_2,2012,2012_2,2013,2013_2,2014,2014_2,Total,Total_2
,,,Compromisos Reales,Desembolsos reales,Compromisos Reales,Desembolsos reales,Compromisos Reales,Desembolsos reales,Compromisos Reales,Desembolsos reales,Compromisos Reales,Desembolsos reales,Compromisos Reales,Desembolsos reales,Compromisos Reales,Desembolsos reales,Compromisos Reales,Desembolsos reales,Compromisos Reales,Desembolsos reales,Compromisos Reales,Desembolsos reales,Compromisos Reales,Desembolsos reales,Compromisos Reales,Desembolsos reales,Compromisos Reales,Desembolsos reales,Compromisos Reales,Desembolsos reales,Compromisos Reales,Desembolsos reales,Compromisos Reales,Desembolsos reales,Compromisos Reales,Desembolsos reales
  Libertad Económica (Medio Ambiente) : Actividad para el Manejo de Recursos Hídricos,Agencia de los Estados Unidos para el Desarrollo Internacional,0,,,,,,,,,18911510.0,2188053.0,,,,,,5538947.0,,1588671.0,,2957698.0,,5393411.0,,1028140.0,,216590.0,,,,,,,18911510.0,18911510.0
  Programa de Desarrollo Sostenible Trinacional para la Cuenca Hidrográfica Alta del Río Lempa en Honduras,Fondo Nórdico De Desarrollo,0,,,,,,,,,,,,,,,,,,,,,,,894983.959,893669.021,,,,,,,,,894983.959,893669.021
  Consolidación del Ordenamiento de los Ecosistemas de las Islas de la Bahía,Banco Interamericano de Desarrollo,0,,,,,,,,,,,2500000.0,1501074.0,,,,,,,,,,,,,,139037.0,,564798.0,,,,,2500000.0,2204909.0
  Segunda Comunicación nacional de Honduras a la Convención Marco de las Naciones Unidas sobre el Cambio Climático,Fondo Mundial del Ambiente,0,,,,,,,,,,,418716.48,412416.47,,,,,,,,,,,,,,6300.01,,,,,,,418716.48,418716.479
  Desarrollo de la Consulta Pública para el Proyecto de Compostaje en el Mercado de Carbono,Servicio Holandés de Cooperación al Desarrollo,0,,,,,,,,,,,,,,,,,,,,,,,,,5500.0,3425.0,,2075.0,,,,,5500.0,5500.0
  Identificar la Factibilidad de Desarrollo de un Proyecto de Compostaje en el Mercado Voluntario de Carbono,Servicio Holandés de Cooperación al Desarrollo,0,,,,,,,,,,,,,,,,,,,,,,,,,16000.0,3630.0,,12370.0,,,,,16000.0,16000.0
  Mejora de la Gestión Ambiental y de los Recursos Naturales en La Mancomunidad COLOSUCA,Ministerio de Industria y Comercio de España,0,,,,,,,,,,,,,,,,,,,,,,,,400000.0,915073.24,,,515073.24,,,,,915073.24,915073.24
  Consolidación del Sistema Nacional de Gestión de Riesgos [2006],Agencia Española de Cooperación Internacional para el Desarrollo,0,,,,,,,,,,,,,,,,,157584.0,157584.0,604.0,604.0,,,,,,,,,,,,,158188.0,158188.0
  Consolidación del Sistema Nacional de Gestión de Riesgos [2007] 2da. Fase,Agencia Española de Cooperación Internacional para el Desarrollo,0,,,,,,,,,,,,,,,,,183837.0,183837.0,,,,-39715.0,,,,,,,,,,,183837.0,144122.0
  Consolidación del Sistema Nacional de Gestión de Riesgos [2008],Agencia Española de Cooperación Internacional para el Desarrollo,0,,,,,,,,,,,,,,,,,,,,,197605.0,196063.0,,,,-1784.0,,,,,,,197605.0,194279.0
  Apoyo a la Modernización del Sistema Nacional de Evaluación de Impacto Ambiental,Banco Interamericano de Desarrollo,0,,,,,,,,,,,,,,,,,,,150000.0,27000.0,,,,20750.0,,102250.0,,,,,,,150000.0,150000.0
"  Atención a niños,adolescentes y mujeres vulnerables en áreas urbanas",Gobierno de Japón,0,,,,,,,,,625000.0,526550.0,,,,,,,,,,,,,,,,72574.0,,25876.0,,,,,625000.0,625000.0
  Calidad Apoyo a las Competencias de Comunicación (Español en la Escuela) [2011],Organización de Estados Iberoamericanos,0,,,,,,,,,,,,,,,,,,,,,,,,,65789.5,65789.5,,,,,,,65789.5,65789.5
"  La UNESCO presente en Honduras, a través de la Comisión Nacional","Organización de las Naciones Unidas para la Educación, la Ciencia y la Cultura",0,,,,,,,,,,,,,,,,,,,,,,,,,12000.0,12000.0,,,,,,,12000.0,12000.0
  Plan Educación para Todos (EfA),Agencia Española de Cooperación Internacional para el Desarrollo,0,,,,,,,,,,,,,,,,,,,,,6398000.0,6398000.0,,,,,,,,,,,6398000.0,6398000.0
  Alfabetización de las mujeres en 5 departamentos,Fondo de las Naciones Unidas para la Infancia,0,,,,,,,,,,,,,,,,,,,,,,,,,30240.75,30240.75,,,,,,,30240.75,30240.75
  Estrategia para la inclusión de niñas y niños en edad escolar excluidos,Fondo de las Naciones Unidas para la Infancia,0,,,,,,,,,,,,,,,,,,,,,,,,,308346.88,308346.88,,,,,,,308346.88,308346.88
  Institucionalización de la metodologÍa de Escuela Amiga en zona rural,Fondo de las Naciones Unidas para la Infancia,0,,,,,,,,,,,,,,,,,,,,,,,,,88177.37,88177.37,,,,,,,88177.37,88177.37
  Fortalecimiento Institucional: Atención a la Diversidad del Alumnado de Honduras [2011],Organización de Estados Iberoamericanos,0,,,,,,,,,,,,,,,,,,,,,,,,,39473.65,39473.65,,,,,,,39473.65,39473.65
  Aula Mentor [2010],Organización de Estados Iberoamericanos,0,,,,,,,,,,,,,,,,,,,,,,,13137.15,13137.15,,,,,,,,,13137.15,13137.15
  Programa Integral Protección Social,Banco Interamericano de Desarrollo,0,,,,,,,,,,,,,20000000.0,18296122.0,,,,,,,,,,1353878.0,,350000.0,,,,,,,20000000.0,20000000.0
  Prevención del Fracaso Escolar en el Primer Ciclo de la Educación Básica [2010],Organización de Estados Iberoamericanos,0,,,,,,,,,,,,,,,,,,,,,,,52548.61,52548.61,,,,,,,,,52548.61,52548.61
  Alfabetización y Educación Básica de Jovenes y Adultos [ALFAZUCAR 2011],Organización de Estados Iberoamericanos,0,,,,,,,,,,,,,,,,,,,,,,,,,40924.2,40924.2,,,,,,,40924.2,40924.2
"  Construcción, Equipamiento y Capacitación de Escuelas de Educación Básica Obligatoria de Nueve Grados y Prebásica, en Comunidades Hondureñas en Extrema Pobreza I Fase",Ministerio de Industria y Comercio de España,0,,,,,,,,,,,,,,,,,,,,,7722421.39,7349522.42,,,,,,372898.97,,,,,7722421.39,7722421.39
  EfA-FTI - Apoyo a la Educación Primaria en Honduras,Unión Europea,0,,,,,,,,,,,,,,,,,2065347.598,2065347.598,,,,,,,,,,,,,,,2065347.598,2065347.598
  Rehabilitación de la Antigua Escuela Normal de Gracias,Agencia Española de Cooperación Internacional para el Desarrollo,0,,,,,,,,,,,,,,,,,196160.0,196160.0,,,,,,,,,,,,,,,196160.0,196160.0
"  Rehabilitación de La Antigua Normal de Gracias, Fase III",Agencia Española de Cooperación Internacional para el Desarrollo,0,,,,,,,,,,,,,,,,,,,,,,,145270.0,145270.0,3087.0,3087.0,,,,,,,148357.0,148357.0
  Programa de Educación Media y Laboral FASE I,Banco Interamericano de Desarrollo,0,,,,,,,,,,,,,,6278000.0,,,,,,,,,,3572900.0,,3316248.0,13292942.0,125794.0,,,,,13292942.0,13292942.0
  PRAEMHO - Apoyo a la Enseñanza Media en Honduras,Unión Europea,0,,,,,,,,,38553155.162,38223507.937,,,,,,,,,,,,,,36670.783,,70213.556,,120667.203,,,,,38553155.162,38451059.482
  Construcción y Equipamiento del Hospital Atlántida,Fondo de Cooperación de Desarrollo Económico - EXIMBank de Corea,0,,,,,,,,,,,,,,,,,24200000.0,474173.69,,9443133.68,,5690835.11,,6931275.33,,1484632.15,,,,175950.04,,,24200000.0,24199999.999
  Luces para Aprender [2012],Organización de Estados Iberoamericanos,0,,,,,,,,,,,,,,,,,,,,,,,,,,,100000.0,100000.0,,,,,100000.0,100000.0
  Prevención y Control de Chagas en Comunidades Lencas,Banco Interamericano de Desarrollo,0,,,,,,,,,,,,,,,149000.0,104680.0,,,,,,,,38940.0,,5380.0,,,,,,,149000.0,149000.0
  Clínica Móvil [2010],Gobierno de Taiwan,0,,,,,,,,,,,,,,,,,,,,,,,500000.0,500000.0,,,,,,,,,500000.0,500000.0
"  Apoyo a ecoempresas, manejo sostenible de los recursos naturales y reducción de la pobreza en Honduras (Extensión 2011-2012)",Agencia Danesa de Cooperación al Desarrollo,0,,,,,,,,,,,,,,,,,,,,,,,,,287456.68,142328.68,,,,,,,287456.68,142328.68
  GAVI ISS (Vacuna Retrovirus) [2010],Organización Panamericana de la Salud,0,,,,,,,,,,,,,,,,,,,,,,,802149.0,802149.0,,,,,,,,,802149.0,802149.0
  Salud Familiar y Comunitaria [2010-2011],Organización Panamericana de la Salud,0,,,,,,,,,,,,,,,,,,,,,,,2179091.0,796263.0,,1382828.0,,,,,,,2179091.0,2179091.0
  Salud Materno Infantil y Nutrición,Fondo de las Naciones Unidas para la Infancia,0,,,,,,,,,,,,,,,,,,,,,,,377319.63,377319.63,,,,,,,,,377319.63,377319.63
  Apoyo al Proyecto: Superviviencia y Desarrollo en la Primera Infancia,Fondo de las Naciones Unidas para la Infancia,0,,,,,,,,,,,,,,,,,,,,,,,,,289000.0,289000.0,,,,,,,289000.0,289000.0
  Fortaleciendo la capacidad de la Secretaría de Salud en la eliminación de la sífilis materna y congénita promoviendo la salud sexual y reproductiva y la equidad de género en la población de mujeres en edad reproductiva.,Fondo de Población de las Naciones Unidas,0,,,,,,,,,,,,,,,,,,,,,,,,,63655.78,59726.33,,,,,,,63655.78,59726.33
  Cumbre Mundial de Afrodescendientes,Agencia Española de Cooperación Internacional para el Desarrollo,0,,,,,,,,,,,,,,,,,,,,,,,,,68541.0,68541.0,,,,,,,68541.0,68541.0
  Gestión del Patrimonio Cultural para el desarrollo local del municipio de San Juan Ojojona [2010],Agencia Española de Cooperación Internacional para el Desarrollo,0,,,,,,,,,,,,,,,,,,,,,,,414874.0,414874.0,,,15642.23,15642.23,,,,,430516.23,430516.23
  Plan de Acción de la Estrategia de Reducción de la Mortalidad Materna y de la Niñez [RAMNI],Agencia Española de Cooperación Internacional para el Desarrollo,0,,,,,,,,,,,,,,,,,,,,,6931383.0,6896697.0,,,,,,,,,,,6931383.0,6896697.0
"  Construcción, Equipamiento y Capacitación de Escuelas de Educación Básica Obligatoria de Nueve Grados y Pre básica, en Comunidades Hondureñas en Extrema Pobreza II Fase y la supervisión del proyecto.",Ministerio de Industria y Comercio de España,0,,,,,,,,,,,,,,,,,,,,,,,,,7899402.49,,,,,,,,7899402.49,
  Reducción de Desnutrición Infantil (REDI),"Ministerio de Relaciones Exteriores, Comercio y Desarrollo de Canadá",0,,,,,,,,,,,,,,,,,,,,,5686228.496,5686228.496,,,,,,,,,,,5686228.496,5686228.496
  Asistencia Programa Mundial de Alimentos [Actividad 2],Programa Mundial de Alimentos,0,,,,,,,,,,,,,,,,,,,8143447.54,156517.72,,189069.57,,3653856.09,,3858512.29,,285491.87,,,,,8143447.54,8143447.54
  Nutrición: Prevención y Recuperación Alimentaria Nutricional,Fondo de las Naciones Unidas para la Infancia,0,,,,,,,,,,,,,,,,,,,,,,,,,191098.0,191098.0,,,,,,,191098.0,191097.999
  Programa Merienda Escolar [2011],Gobierno de Taiwan,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1000000.0,1000000.0,,,,,1000000.0,1000000.0
  Educación Alimentaria y Nutricional en las Escuelas Primarias [Fase II del TCP/HON/3101],Organización de las Naciones Unidas para la Agricultura y la Alimentación,0,,,,,,,,,,,,,,,,,,,,,,,98000.0,41559.0,,56441.0,,,,,,,98000.0,98000.0
  Suministro de insumos a la población vulnerable en el marco de ISFP (Iniciativa Sobre la Subida de los Precios de los Alimentos).,Organización de las Naciones Unidas para la Agricultura y la Alimentación,0,,,,,,,,,,,,,,,,,,,500000.0,399367.0,,,,,,80644.0,,19989.0,,,,,500000.0,500000.0
  Fortalecimiento de la Gestión Municipal de Agua de Santa Rosa de Copán,Agencia Española de Cooperación Internacional para el Desarrollo,0,,,,,,,,,,,,,,,,,,,471192.0,471192.0,,,,,,,,,,,,,471192.0,471192.0
  Fortalecimiento de la Gestión Municipal del Serviciode Agua de Santa Rosa de Copán,Agencia Española de Cooperación Internacional para el Desarrollo,0,,,,,,,,,,,,,,,,,,,303926.0,303926.0,,,,,,,,,,,,,303926.0,303926.0
  Fortalecimiento de la gestión municipal del servicio de agua de La Ceiba,Agencia Española de Cooperación Internacional para el Desarrollo,0,,,,,,,,,,,,,,,326595.0,326595.0,,,,,,,,,,,,,,,,,326595.0,326595.0
  Gestión de Agua Potable en el Municipio de Jutiapa,Agencia Española de Cooperación Internacional para el Desarrollo,0,,,,,,,,,,,,,,,,,,,313151.0,313151.0,,,,,,,,,,,,,313151.0,313151.0
  Fortalecimiento de las Capacidades para la Gestión del Agua en la Mancomunidad de MAMUCA [V],Agencia Española de Cooperación Internacional para el Desarrollo,0,,,,,,,,,,,,,,,,,,,228053.0,228053.0,,,,,,,,,,,,,228053.0,228053.0
  Fortalecimiento de la Gestión Municipal de Agua de Tela,Agencia Española de Cooperación Internacional para el Desarrollo,0,,,,,,,,,,,,,,,,,,,354552.0,354552.0,13228.0,13228.0,,,,,,,,,,,367780.0,367780.0
  Gestión Municipal Sistema de Agua Potable en Tela,Agencia Española de Cooperación Internacional para el Desarrollo,0,,,,,,,,,,,,,,,324846.0,324846.0,,,,,,,,,,,,,,,,,324846.0,324846.0
  Fortalecimiento de la Gestion Municipal del Servicio de Agua de Tela,Agencia Española de Cooperación Internacional para el Desarrollo,0,,,,,,,,,,,,,,,,,,,288393.0,288393.0,,,,,,,,,,,,,288393.0,288393.0
"  Acceso Agua Potable en Santa Rosa de Copan, Fase III",Agencia Española de Cooperación Internacional para el Desarrollo,0,,,,,,,,,,,,,,,,,435381.0,435381.0,,,,,,,,,,,,,,,435381.0,435381.0
  Programa Sistema Agua Nacaome,Banco Artigiancassa S.p.A de Italia,0,,,,,,,,,,,,,,,3311716.028,3156952.648,,,,,,,,,,,,,,,,,3311716.028,3156952.648
"  Mejoramiento de la Respuesta de los Gobiernos Locales a las Necesidades de los Ciudadanos /Protección de la Salud Pública [Agua y sanamiento Municipal/Rural,Servicios de Salud]",Agencia de los Estados Unidos para el Desarrollo Internacional,0,93984940.0,91740920.0,,,,,,,,,,,,,,1581530.0,,662490.0,,,,,,,,,,,,,,,93984940.0,93984940.0
  Apoyo a Infraestructura Social Básica en los Municipios de la Mancomunidad de MAMUCA [Fase I],Agencia Española de Cooperación Internacional para el Desarrollo,0,,,,,,,,,,,,,,,,,,,,,,,203979.0,203979.0,,,,,,,,,203979.0,203979.0
  Capacidades para la gestión del agua en la mancomunidad de MAMUCA fase III,Agencia Española de Cooperación Internacional para el Desarrollo,0,,,,,,,,,,,,,,,261354.0,261354.0,,,,,,,,,,,,,,,,,261354.0,261354.0
  Apoyo a la gestión del servicio de agua y saneamiento en MAMUCA IV,Agencia Española de Cooperación Internacional para el Desarrollo,0,,,,,,,,,,,,,,,,,,,227616.0,227616.0,,,,,,,,,,,,,227616.0,227616.0
  Construcción del Nuevo Relleno Sanitario de Siguatepeque,Ministerio de Industria y Comercio de España,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1987528.0,,,,,,1987528.0,
  Mejora de la Infraestructura Sanitaria de Abastecimiento de Agua y Tratamiento de Residuos Sólidos de la Ciudad de Choluteca,Ministerio de Industria y Comercio de España,0,,,,,,,,,,,,,,,,,,,,,,,,,1965157.64,1483528.47,,481629.18,,,,,1965157.64,1965157.65
"  Mejoramiento y Ampliación del Relleno Sanitario de Tela,Atlántida Incluyendo Equipo de Recolección, Transporte y Manejo de Desechos Sólidos",Ministerio de Industria y Comercio de España,0,,,,,,,,,,,,,,,,,,,,,,,,,2086512.24,1762489.77,,266259.55,,,,,2086512.24,2028749.319
  Apoyo al Programa de Construcción del Acueducto Regional del Valle de Nacaome,Gobierno de Italia,0,,,,,,,,,,,,,,,,,,,,,,,1335418.77,1335418.77,,,,,,,,,1335418.77,1335418.77
  Piso y Pila [2010],Gobierno de Taiwan,0,,,,,,,,,,,,,,,,,,,,,,,150000.0,150000.0,,,,,,,,,150000.0,150000.0
  Curso de Desarrollo y Administación Sostenible para el Servicio Autonomo Nacional de Acueductos y Alcantarillados y la Secretaría de Recursos Naturales y Ambiente (2011),Agencia de Cooperación Internacional de Corea,0,,,,,,,,,,,,,,,,,,,,,,,,,80000.0,80000.0,,,,,,,80000.0,80000.0
  Curso de Desarrollo y Administración Sostenible para el Servicio Autónomo Nacional de Acueductos y Alcantarillados y la Secretaría de Recursos Naturales y Ambiente (2012),Agencia de Cooperación Internacional de Corea,0,,,,,,,,,,,,,,,,,,,,,,,,,,,80000.0,80000.0,,,,,80000.0,80000.0
  Preparación Programa de Agua Potable Rural,Banco Interamericano de Desarrollo,0,,,,,,,,,,,,,,,,,,,,,66559.0,,,1160.0,,65399.0,,,,,,,66559.0,66559.0
  Programa de Reconstrucción tras el Paso de los Huracanes Beta y Gamma en Honduras,Agencia Andaluza de Cooperación Internacional para el Desarrollo,0,,,,,,,,,,,,,,,,,2720400.0,2720400.0,6431.27,,,,,,,,,,,,,,2726831.27,2720400.0
  Apoyo a Pequeñas Infraestructuras Sociales Básicas en la Región de Occidente,Agencia Española de Cooperación Internacional para el Desarrollo,0,,,,,,,,,,,,,,,,,,,,,,,474916.0,474916.0,,,,,,,,,474916.0,474916.0
  Agua y Saneamiento [2011],Fondo de las Naciones Unidas para la Infancia,0,,,,,,,,,,,,,,,,,,,,,,,,,682457.23,682457.23,,,,,,,682457.23,682457.23
  Agua y Saneamiento,Fondo de las Naciones Unidas para la Infancia,0,,,,,,,,,,,,,,,,,,,,,,,1475436.43,1475436.43,,,,,,,,,1475436.43,1475436.43
  Asistencia Directa a Familias En Pobreza y Extrema Pobreza de Comunidades Cafetaleras de Honduras con Tratamiento de Agua Para Consumo Humano.,Gobierno de Taiwan,0,,,,,,,,,,,,,,,,,,,,,,,,,200000.0,200000.0,,,,,,,200000.0,200000.0
  Ampliación Plantas Potabilizadoras,Instituto de Crédito Oficial de España,0,,,,,,,,,4880076.15,,,,,4880076.15,,,,,,,,,,,,,,,,,,,4880076.15,4880076.15
  Vigilancia Sanitaria Prevención y Control de Enfermedades [2010-2011],Organización Panamericana de la Salud,0,,,,,,,,,,,,,,,,,,,,,,,1612835.0,687248.0,,925587.0,,,,,,,1612835.0,1612835.0
  Uso Adecuado y Sostenible del Agua Potable. Comunidades de La tigra,"Organización de las Naciones Unidas para la Educación, la Ciencia y la Cultura",0,,,,,,,,,,,,,,,,,,,,,,,,,26000.0,26000.0,,,,,,,26000.0,26000.0
  PMTCT (Prevención de Transmisión de VIH/SIDA de Madre a Hijo),Fondo de las Naciones Unidas para la Infancia,0,,,,,,,,,,,,,,,,,,,,,,,,,59668.8,59668.8,,,,,,,59668.8,59668.8
  Prevención de la Transmisión de Madre a Hijo,Fondo de las Naciones Unidas para la Infancia,0,,,,,,,,,,,,,,,,,,,,,,,143585.35,143585.35,,,,,,,,,143585.35,143585.35
  Prevención del VIH en Adolescentes,Fondo de las Naciones Unidas para la Infancia,0,,,,,,,,,,,,,,,,,,,,,,,853010.99,853010.99,,,,,,,,,853010.99,853010.99
  Apoyo al Proyecto: VIH/SIDA y los Niños,Fondo de las Naciones Unidas para la Infancia,0,,,,,,,,,,,,,,,,,,,,,,,,,84281.77,84281.77,,,,,,,84281.77,84281.77
  Prevencion de VIH/SIDA entre adolescentes y jovenes en 50 municipios OVC,Fondo de las Naciones Unidas para la Infancia,0,,,,,,,,,,,,,,,,,,,,,,,,,174376.25,174376.25,,,,,,,174376.25,174376.25
  Fondo Global [2010],Programa Conjunto de Las Naciones unidas Sobre el VIH/SIDA,0,,,,,,,,,,,,,,,,,,,,,,,32000.0,32000.0,,,,,,,,,32000.0,32000.0
"  Acceso a la prevención del VIH y Sida,tratamiento,atención y apoyo [2011]",Programa Conjunto de Las Naciones unidas Sobre el VIH/SIDA,0,,,,,,,,,,,,,,,,,,,,,,,,,23389.0,23389.0,,,,,,,23389.0,23389.0
  Cumbre Mundial de Afrodesdcendientes [2011],Programa Conjunto de Las Naciones unidas Sobre el VIH/SIDA,0,,,,,,,,,,,,,,,,,,,,,,,,,10000.0,10000.0,,,,,,,10000.0,10000.0
  Conferencia Mundial de la Juventud en Mexico [2011],Programa Conjunto de Las Naciones unidas Sobre el VIH/SIDA,0,,,,,,,,,,,,,,,,,,,,,,,,,4118.0,4118.0,,,,,,,4118.0,4118.0
  Fondo de Aceleracion de Programa en la Respuesta Nacional al VIH y Sida-A [2011],Programa Conjunto de Las Naciones unidas Sobre el VIH/SIDA,0,,,,,,,,,,,,,,,,,,,,,,,,,10432.24,10432.24,,,,,,,10432.24,10432.24
  Fondo de Aceleracion de Programa en la Respuesta Nacional al VIH y Sida-Género [2011],Programa Conjunto de Las Naciones unidas Sobre el VIH/SIDA,0,,,,,,,,,,,,,,,,,,,,,,,,,75000.0,75000.0,,,,,,,75000.0,75000.0
"  Agenda para la Acción Acelerada de los países para Abordar la Problemática de las Mujeres, las Niñas,la Igualdad de género y el VIH [2011]",Programa Conjunto de Las Naciones unidas Sobre el VIH/SIDA,0,,,,,,,,,,,,,,,,,,,,,,,,,10018.0,10018.0,,,,,,,10018.0,10018.0
  Auditorias Sociales en VIH y Sida [2011],Programa Conjunto de Las Naciones unidas Sobre el VIH/SIDA,0,,,,,,,,,,,,,,,,,,,,,,,,,10000.0,10000.0,,,,,,,10000.0,10000.0
  Diplomado en VIH y Periodismo Investigativo [2010],Programa Conjunto de Las Naciones unidas Sobre el VIH/SIDA,0,,,,,,,,,,,,,,,,,,,,,,,15000.0,15000.0,,,,,,,,,15000.0,15000.0
  Agenda de Investigacion sobre la Respuesta Nacional en VIH y Sida,Programa Conjunto de Las Naciones unidas Sobre el VIH/SIDA,0,,,,,,,,,,,,,,,,,,,,,,,10000.0,10000.0,,,,,,,,,10000.0,10000.0
  Diseño del Sistema Unico en Monitoreo y Evaluacion de la Respuesta Nacional [2010],Programa Conjunto de Las Naciones unidas Sobre el VIH/SIDA,0,,,,,,,,,,,,,,,,,,,,,,,30000.0,30000.0,,,,,,,,,30000.0,30000.0
  Acceso a la Prevención - Información para la Promoción[2012],Programa Conjunto de Las Naciones unidas Sobre el VIH/SIDA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,13000.0,13000.0,,,,,13000.0,13000.0
  Movilización de recursos para cobertura de Prevención de Transmisión Madre-Hijo [2012],Programa Conjunto de Las Naciones unidas Sobre el VIH/SIDA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,3000.0,3000.0,,,,,3000.0,3000.0
  Mujeres Positivas - Liderazgo y Abogacía [2012],Programa Conjunto de Las Naciones unidas Sobre el VIH/SIDA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,6037.0,6037.0,,,,,6037.0,6037.0
  Consulta nacional sobre Acceso Universal [2010],Programa Conjunto de Las Naciones unidas Sobre el VIH/SIDA,0,,,,,,,,,,,,,,,,,,,,,,,15000.0,15000.0,,,,,,,,,15000.0,15000.0
  Educación para la prevención del VIH/Sida,Fondo de Población de las Naciones Unidas,0,,,,,,,,,,,,,,,,,,,,,,,,,123787.67,123787.67,,,,,,,123787.67,123787.67
  Acceso a Tratamiento Información Estratégica [2012],Programa Conjunto de Las Naciones unidas Sobre el VIH/SIDA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,15000.0,15000.0,,,,,15000.0,15000.0
  Programa Aulas Mentor de Honduras [2012],Gobierno de España,0,,,,,,,,,,,,,,,,,,,,,,,,,,,7883.74,,,7883.74,,,7883.74,7883.74
  Continuidad Actividades de la Escuela Taller de Comayagua,Agencia Española de Cooperación Internacional para el Desarrollo,0,,,,,,,,,,,,,,,,,141886.0,141886.0,,,,,,,,,,,,,,,141886.0,141886.0
  Iniciando una cultura emprendedora mejorando la formación ocupacional (VULCANO) [2010],Organización de Estados Iberoamericanos,0,,,,,,,,,,,,,,,,,,,,,,,13137.15,13137.15,,,,,,,,,13137.15,13137.15
  Programa Nacional de Escuelas Taller [2009],Agencia Española de Cooperación Internacional para el Desarrollo,0,,,,,,,,,,,,,,,,,,,,,533470.0,533470.0,,,,,,,,,,,533470.0,533470.0
  Escuela Taller Comayagua,Agencia Española de Cooperación Internacional para el Desarrollo,0,,,,,,,,,,,,,,,,,,,1851.0,1851.0,115380.0,115380.0,,,,,,,,,,,117231.0,117231.0
"  Financiación de la formación Especializada de 392 Técnicos y Profesionales en los Centros de Formación: Cartagena, Antigua, Santa Cruz y Montevideo [2011]",Agencia Española de Cooperación Internacional para el Desarrollo,0,,,,,,,,,,,,,,,,,,,,,,,,,278520.0,278520.0,,,,,,,278520.0,278520.0
"  Centros de formación de la Cooperación Española en: Antigua Guatemala/ Cartagena de Indias, Colombia / Santa Cruz de la Sierra, Bolivia / Montevideo,Uruguay [2009]",Agencia Española de Cooperación Internacional para el Desarrollo,0,,,,,,,,,,,,,,,,,,,,,176555.0,176555.0,110444.0,110444.0,,,,,,,,,286999.0,286999.0
  Escuela Taller COLOSUCA,Agencia Española de Cooperación Internacional para el Desarrollo,0,,,,,,,,,,,,,,,,,245798.0,245798.0,,,,,,,,,,,,,,,245798.0,245798.0
  Formación Ocupacional e Inserción Laboral de Honduras [FOIL 2010],Agencia Española de Cooperación Internacional para el Desarrollo,0,,,,,,,,,,,,,,,,,,,,,,,333995.0,320102.0,,,,,,,,,333995.0,320102.0
  Programa Nacional de Escuelas Taller [2008],Agencia Española de Cooperación Internacional para el Desarrollo,0,,,,,,,,,,,,,,,,,,,486879.0,486879.0,,-289032.0,,,,,,,,,,,486879.0,197847.0
  Proyecto Formación Ocupacional e Inserción Laboral [FOIL 2006-2010],Agencia Española de Cooperación Internacional para el Desarrollo,0,,,,,,,,,,,,,,,805977.0,805977.0,,,,,,,,,,,,,,,,,805977.0,805977.0
  Educación no formal de las Mujeres - Educaciòn y Genero,Fondo de las Naciones Unidas para la Infancia,0,,,,,,,,,,,,,,,,,,,,,,,61500.0,61500.0,,,,,,,,,61500.0,61500.0
  Educación Técnica Vocacional,Servicio Holandés de Cooperación al Desarrollo,0,,,,,,,,,,,,,,,,,,,,,,,9926.55,9926.55,,,,,,,,,9926.55,9926.55
  Programa de Mercados Laborales,Banco Interamericano de Desarrollo,0,,,,,,,,,,,,,,,,,350000.0,,,,,,,78542.0,,241052.0,,19498.0,,,,,350000.0,339092.0
  Habilitación Laboral en Honduras [2012],Gobierno de España,0,,,,,,,,,,,,,,,,,,,,,,,,,,,13167.0,13167.0,,,,,13167.0,13167.0
  Servicios de Hostelería y Turismo,Organización de Estados Iberoamericanos,0,,,,,,,,,,,,,,,,,,,,,,,,,65789.5,65789.5,,,,,,,65789.5,65789.5
"  Mujeres microempresarias ""Mi Tortilla"" (2010)",Gobierno de Taiwan,0,,,,,,,,,,,,,,,,,,,,,,,250000.0,250000.0,,,,,,,,,250000.0,250000.0
